BGC_name,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
Aq_MAR_region003,Aq_MAR_region003,Terpene,Terpene,terpene,13,188,['PF14124.6 PF01661.21 PF01661.21 PF01885.16 PF13640.6 PF00149.28 PF18127.1 PF12762.7 PF04095.16 PF00027.29 PF13545.6 PF08534.10 PF04116.13 PF00494.19 PF01593.24 PF02607.17 PF13411.6 PF08281.12 PF04542.14 PF04773.13 PF16344.5 PF07660.14 PF13715.6 PF07715.15 PF00593.24 PF01202.22 PF00156.27'],27.0,DUF4291;Macro;Macro;PTS_2-RNA;2OG-FeII_Oxy_3;Metallophos;DUF5598;DDE_Tnp_IS1595;NAPRTase;cNMP_binding;HTH_Crp_2;Redoxin;FA_hydroxylase;SQS_PSY;Amino_oxidase;B12-binding_2;MerR_1;Sigma70_r4_2;Sigma70_r2;FecR;DUF4974;STN;CarbopepD_reg_2;Plug;TonB_dep_Rec;SKI;Pribosyltran
Aq_macrocephali_37,Aq_macrocephali_37.region001,Terpene,Terpene,terpene,13,188,['PF01202.22 PF00593.24 PF07715.15 PF13715.6 PF16344.5 PF04773.13 PF04542.14 PF08281.12 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF00027.29 PF04095.16 PF18127.1 PF00149.28 PF01885.16 PF01661.21 PF14124.6 PF18306.1 PF08719.11 PF15891.5'],25.0,SKI;TonB_dep_Rec;Plug;CarbopepD_reg_2;DUF4974;FecR;Sigma70_r2;Sigma70_r4_2;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;cNMP_binding;NAPRTase;DUF5598;Metallophos;PTS_2-RNA;Macro;DUF4291;LDcluster4;DUF1768;Nuc_deoxyri_tr2
Aq_135_1,Aq_135_1.region001,Terpene,Terpene,terpene,246,210,['PF01112.18 PF13676.6 PF04055.21 PF01966.22 PF03405.14 PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF05834.12 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14 PF02163.22'],19.0,Asparaginase_2;TIR_2;Radical_SAM;HD;FA_desaturase_2;Acyltransferase;Disulph_isomer;TerB;DnaJ;Lycopene_cycl;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC;Peptidase_M50
Aq_AD10_region005,Aq_AD10_region005,Terpene,Terpene,terpene,246,210,['PF05922.16 PF00082.22 PF12833.7 PF01966.22 PF03405.14 PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF05834.12 PF04240.12 PF01593.24 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14'],20.0,Inhibitor_I9;Peptidase_S8;HTH_18;HD;FA_desaturase_2;Acyltransferase;Disulph_isomer;TerB;DnaJ;Lycopene_cycl;Caroten_synth;Amino_oxidase;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC
Aq_AU474_8,Aq_AU474_8.region001,Terpene,Terpene,terpene,246,210,['PF01112.18 PF13676.6 PF04055.21 PF01966.22 PF03405.14 PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF05834.12 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14 PF02163.22 PF01885.16 PF08279.12 PF12833.7'],22.0,Sigma70_r2;TPR_12;TPR_12;TPR_12;CHAT;Lant_dehydr_C;Lant_dehydr_N;LANC_like;HTH_18;HTH_18;TPR_MalT;HTH_18;TPR_12;TPR_MalT;DUF393;ABC_tran
Aq_AU58_14,Aq_AU58_14.1.region001,Terpene,Terpene,terpene,246,210,['PF15891.5 PF14124.6 PF01661.21 PF01885.16 PF00149.28 PF18127.1 PF04095.16 PF00027.29 PF13545.6 PF08534.10 PF04116.13 PF00494.19 PF01593.24 PF13411.6 PF08281.12 PF04542.14 PF04773.13 PF16344.5 PF07660.14 PF13715.6 PF07715.15 PF00593.24 PF01551.22 PF05569.11 PF03965.16'],25.0,DUF2807;Acyl-ACP_TE;MgtE;CBS;CBS;MgtE_N;RrnaAD;DUF4286;TPR_6;TPR_8;TPR_19;tRNA-synt_2b;Seryl_tRNA_N;HisKA_3;TPR_8;VKG_Carbox;Flavokinase;FAD_syn;Pept_tRNA_hydro;Ribosomal_TL5_C;Ribosomal_L25p;Pribosyl_synth;Pribosyltran_N;NusG;PP-binding;DUF2156;Beta_elim_lyase;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;Aminotran_3;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;Thioesterase;MMPL;MMPL;LolA_like;NAD_binding_8;GMC_oxred_N;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;ECH_1;ECH_1;ECH_1;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;Methyltransf_12;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;ECH_1;ECH_1;ECH_1;PP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;ECH_1;ECH_1;ECH_1;PP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;KR;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PS-DH;C_GCAxxG_C_C;C_GCAxxG_C_C;Aminotran_5;Methyltransf_31;Aminotran_5;Aminotran_5;HMG_CoA_synt_N;HMG_CoA_synt_C;ECH_1;Acyl_transf_1;Lactamase_B;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Acyl_transf_1;Metalloenzyme;ACPS;PP-binding;DUF4386;FabA;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;NAD_binding_8;PP-binding;CarbopepD_reg_2;Plug;TonB_dep_Rec;PepSY_TM;PD40;PD40;PD40;PD40;DUF2911;TPR_17;His_kinase;Response_reg;LytTR;Fer4_12;NRDD;Rrf2
Aq_Aq349_1,Aq_Aq349_1.region002,Terpene,Terpene,terpene,246,210,['PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF13181.6 PF05834.12 PF00535.26 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF00144.24 PF02630.14 PF02163.22'],17.0,Acyltransferase;Disulph_isomer;TerB;DnaJ;TPR_8;Lycopene_cycl;Glycos_transf_2;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;Beta-lactamase;SCO1-SenC;Peptidase_M50
Aq_Aq78_contig_8,Aq_Aq78_contig_8.region001,Terpene,Terpene,terpene,246,210,['PF02163.22 PF02630.14 PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF05834.12 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF04055.21 PF14065.6 PF04984.14 PF17482.2'],20.0,Peptidase_M50;SCO1-SenC;FeoA;FeoB_N;Gate;FeoB_C;Gate;EamA;EamA;Lycopene_cycl;DnaJ;TerB;Disulph_isomer;Acyltransferase;FA_desaturase_2;HD;Radical_SAM;DUF4255;Phage_sheath_1;Phage_sheath_1C
Aq_aggregata_60,Aq_aggregata_60.1.region002,Terpene,Terpene,terpene,246,210,['PF02630.14 PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF01593.24 PF04240.12 PF05834.12 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF12833.7 PF00082.22 PF05922.16'],20.0,Hydrolase_4;Bestrophin;RicinB_lectin_2;Sortilin-Vps10;YcaO;Nitroreductase;Rieske;Ring_hydroxyl_A;BAAT_C;GerE;HTH_18;4HBT_2;EamA;EamA;ArsC;DinB_2
Aq_atlantica_11,Aq_atlantica_11.1.region001,Terpene,Terpene,terpene,246,210,['PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF13181.6 PF13181.6 PF05834.12 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14 PF02163.22'],16.0,Acyltransferase;Disulph_isomer;TerB;DnaJ;TPR_8;TPR_8;Lycopene_cycl;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC;Peptidase_M50
Aq_longa_48,Aq_longa_48.region001,Terpene,Terpene,terpene,246,210,['PF14109.6 PF04468.12 PF12368.8 PF00581.20 PF17773.1 PF00154.21 PF04542.14 PF08281.12 PF01553.21 PF00579.25 PF00856.28 PF13612.6 PF01409.20 PF02912.18 PF13648.6 PF02674.16 PF10688.9 PF00195.19 PF02797.15 PF07876.12 PF01740.21 PF00916.20 PF00916.20 PF00484.19 PF08239.11 PF13432.6 PF13584.6 PF13414.6 PF13432.6 PF00092.28 PF00092.28 PF07584.11 PF01882.18 PF17863.1 PF07726.11 PF00106.25 PF04326.14 PF00149.28 PF01810.18 PF00027.29 PF07719.17 PF00144.24'],42.0,DUF4255;GerE;Radical_SAM;HD;FA_desaturase_2;Acyltransferase;Disulph_isomer;TerB;DnaJ;Lycopene_cycl;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC;Peptidase_M50;Thioredoxin_4;VKOR;Peptidase_C39
Aq_macrocephali_5,Aq_macrocephali_5.region002,Terpene,Terpene,terpene,246,210,['PF06841.12 PF17482.2 PF04984.14 PF14065.6 PF04055.21 PF01966.22 PF03405.14 PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF05834.12 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14 PF02163.22'],21.0,Phage_T4_gp19;Phage_sheath_1C;Phage_sheath_1;DUF4255;Radical_SAM;HD;FA_desaturase_2;Acyltransferase;Disulph_isomer;TerB;DnaJ;Lycopene_cycl;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC;Peptidase_M50
Aq_megaterium_88,Aq_megaterium_88.region002,Terpene,Terpene,terpene,246,210,['PF00732.19 PF13450.6 PF17131.4 PF03176.15 PF03176.15 PF00975.20 PF00550.25 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00202.21 PF14765.6 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF08659.10 PF14765.6 PF16197.5 PF02801.22 PF00109.26 PF01212.21 PF09924.9 PF00550.25 PF02357.19 PF00144.24 PF12833.7 PF13793.6 PF14572.6 PF01386.19 PF14693.6 PF01195.19 PF06574.12 PF01687.17 PF05090.14 PF13181.6 PF07730.13 PF02403.22 PF00587.25 PF14559.6 PF13181.6 PF13174.6 PF14114.6 PF00398.20 PF03448.17 PF00571.28 PF00571.28 PF01769.16 PF01643.17 PF10988.8'],51.0,GMC_oxred_N;NAD_binding_8;LolA_like;MMPL;MMPL;Thioesterase;PP-binding;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Aminotran_3;PS-DH;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;KR;PS-DH;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;Beta_elim_lyase;DUF2156;PP-binding;NusG;Beta-lactamase;HTH_18;Pribosyltran_N;Pribosyl_synth;Ribosomal_L25p;Ribosomal_TL5_C;Pept_tRNA_hydro;FAD_syn;Flavokinase;VKG_Carbox;TPR_8;HisKA_3;Seryl_tRNA_N;tRNA-synt_2b;TPR_19;TPR_8;TPR_6;DUF4286;RrnaAD;MgtE_N;CBS;CBS;MgtE;Acyl-ACP_TE;DUF2807
Aq_AU119_31,Aq_AU119_31.region001,Terpene,Terpene,terpene,246,246,['PF02163.22 PF02630.14 PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF01593.24 PF04240.12 PF05834.12 PF04397.15 PF00072.24 PF06580.13 PF12893.7 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF00082.22'],23.0,Peptidase_M50;SCO1-SenC;FeoA;FeoB_N;Gate;FeoB_C;Gate;EamA;EamA;Amino_oxidase;Caroten_synth;Lycopene_cycl;LytTR;Response_reg;His_kinase;Lumazine_bd_2;DnaJ;TerB;Disulph_isomer;Acyltransferase;FA_desaturase_2;HD;Peptidase_S8
Aq_BL5_region003,Aq_BL5_region003,Terpene,Terpene,terpene,246,246,['PF00754.25 PF01966.22 PF03405.14 PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF04473.12 PF05834.12 PF04240.12 PF01593.24 PF13302.7 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14'],20.0,F5_F8_type_C;HD;FA_desaturase_2;Acyltransferase;Disulph_isomer;TerB;DnaJ;DUF553;Lycopene_cycl;Caroten_synth;Amino_oxidase;Acetyltransf_3;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC
Aq_MAR_region001,Aq_MAR_region001,Terpene,Terpene,terpene,246,246,['PF02163.22 PF02630.14 PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF05834.12 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF04055.21 PF14065.6 PF04984.14 PF17482.2'],20.0,Peptidase_M50;SCO1-SenC;FeoA;FeoB_N;Gate;FeoB_C;Gate;EamA;EamA;Lycopene_cycl;DnaJ;TerB;Disulph_isomer;Acyltransferase;FA_desaturase_2;HD;Radical_SAM;DUF4255;Phage_sheath_1;Phage_sheath_1C
Aq_RZ0_03,Aq_RZ0_03.1.region002,Terpene,Terpene,terpene,246,246,['PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF01593.24 PF04240.12 PF12728.7 PF05834.12 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF12833.7 PF13424.6 PF13181.6 PF04055.21 PF00440.23'],22.0,FeoA;FeoB_N;Gate;FeoB_C;Gate;EamA;EamA;Amino_oxidase;Caroten_synth;HTH_17;Lycopene_cycl;DnaJ;TerB;Disulph_isomer;Acyltransferase;FA_desaturase_2;HD;HTH_18;TPR_12;TPR_8;Radical_SAM;TetR_N
Aq_muelleri_005,Aq_muelleri_005.1.region001,Terpene,Terpene,terpene,246,246,['PF13676.6 PF04397.15 PF00756.20 PF01966.22 PF03405.14 PF01553.21 PF06491.11 PF05099.13 PF00226.31 PF05834.12 PF00892.20 PF00892.20 PF07670.14 PF07664.12 PF07670.14 PF02421.18 PF04023.14 PF02630.14 PF02163.22'],19.0,TIR_2;LytTR;Esterase;HD;FA_desaturase_2;Acyltransferase;Disulph_isomer;TerB;DnaJ;Lycopene_cycl;EamA;EamA;Gate;FeoB_C;Gate;FeoB_N;FeoA;SCO1-SenC;Peptidase_M50
Aq_pacifica_44,Aq_pacifica_44.1.region001,Terpene,Terpene,terpene,246,246,['PF02630.14 PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF01593.24 PF04240.12 PF05834.12 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF04055.21 PF13676.6 PF01112.18 PF13614.6 PF13807.6'],22.0,SCO1-SenC;FeoA;FeoB_N;Gate;FeoB_C;Gate;EamA;EamA;Amino_oxidase;Caroten_synth;Lycopene_cycl;DnaJ;TerB;Disulph_isomer;Acyltransferase;FA_desaturase_2;HD;Radical_SAM;TIR_2;Asparaginase_2;AAA_31;GNVR
Aq_spongiae_09,Aq_spongiae_09.1.region002,Terpene,Terpene,terpene,246,246,['PF15890.5 PF02163.22 PF02630.14 PF04023.14 PF02421.18 PF07670.14 PF07664.12 PF07670.14 PF00892.20 PF00892.20 PF01593.24 PF04240.12 PF05834.12 PF00226.31 PF05099.13 PF06491.11 PF01553.21 PF03405.14 PF01966.22 PF12261.8 PF00754.25 PF13688.6'],22.0,Peptidase_Mx1;Peptidase_M50;SCO1-SenC;FeoA;FeoB_N;Gate;FeoB_C;Gate;EamA;EamA;Amino_oxidase;Caroten_synth;Lycopene_cycl;DnaJ;TerB;Disulph_isomer;Acyltransferase;FA_desaturase_2;HD;T_hemolysin;F5_F8_type_C;Reprolysin_5
Aq_135_20,Aq_135_20.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,3,['PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00550.25 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00550.25 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF08659.10 PF14765.6 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00698.21 PF00975.20 PF05721.13 PF06267.12 PF00970.24 PF00175.21 PF13585.6 PF00691.20 PF07676.12 PF07676.12 PF07676.12 PF11751.8 PF13585.6 PF09907.9'],57.0,Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;PP-binding;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;PP-binding;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;KR;PS-DH;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Acyl_transf_1;Thioesterase;PhyH;DUF1028;FAD_binding_6;NAD_binding_1;CHU_C;OmpA;PD40;PD40;PD40;PorP_SprF;CHU_C;HigB_toxin
Aq_135_48,Aq_135_48.region001,PKSother,PKSother,transAT-PKS-like,3,6,['PF12770.7 PF13502.6 PF02592.15 PF01288.20 PF01712.19 PF00588.19 PF01624.20 PF05188.17 PF05192.18 PF00488.21 PF00440.23 PF16925.5 PF12823.7 PF01494.19 PF00155.21 PF00550.25 PF14765.6 PF16197.5 PF02801.22 PF00109.26 PF00848.19 PF00355.26 PF00550.25 PF08659.10 PF13602.6 PF08240.12 PF14765.6 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF10862.8 PF02668.16 PF13193.6 PF00501.28 PF11583.8 PF00117.28'],37.0,CHAT;AsmA_2;Vut_1;HPPK;dNK;SpoU_methylase;MutS_I;MutS_II;MutS_III;MutS_V;TetR_N;TetR_C_13;DUF3817;FAD_binding_3;Aminotran_1_2;PP-binding;PS-DH;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;Ring_hydroxyl_A;Rieske;PP-binding;KR;ADH_zinc_N_2;ADH_N;PS-DH;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;FcoT;TauD;AMP-binding_C;AMP-binding;AurF;GATase
Aq_AU119_26,Aq_AU119_26.region001,PKSother,PKSother,T3PKS,3,33,['PF02525.17 PF16338.5 PF13802.6 PF01055.26 PF17137.4 PF00400.32 PF00400.32 PF00656.22 PF01435.18 PF11700.8 PF13648.6 PF13441.6 PF00691.20 PF01494.19 PF13649.6 PF00195.19 PF02797.15 PF13561.6 PF07977.13 PF07859.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF04264.13 PF00581.20 PF04191.13 PF07690.16 PF14059.6 PF01526.17 PF13700.6 PF12850.7 PF00239.21'],33.0,Flavodoxin_2;DUF4968;Gal_mutarotas_2;Glyco_hydro_31;DUF5110;WD40;WD40;Peptidase_C14;Peptidase_M48;ATG22;Lipocalin_4;Gly-zipper_YMGG;OmpA;FAD_binding_3;Methyltransf_25;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;FabA;Abhydrolase_3;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;YceI;Rhodanese;PEMT;MFS_1;DUF4251;DDE_Tnp_Tn3;DUF4158;Metallophos_2;Resolvase
Aq_AU119_8,Aq_AU119_8.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,36,['PF00498.26 PF08547.12 PF01227.22 PF11751.8 PF13585.6 PF03382.14 PF03382.14 PF03382.14 PF03382.14 PF00441.24 PF02770.19 PF02771.16 PF05977.13 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00501.28 PF00975.20 PF01764.25 PF00196.19 PF00072.24 PF09424.10 PF12327.8 PF00091.25 PF14450.6 PF02491.20 PF02875.21 PF08245.12 PF01225.25 PF04101.16 PF03033.20 PF01098.19 PF02875.21 PF08245.12 PF00953.21 PF10555.9'],42.0,FHA;CIA30;GTP_cyclohydroI;PorP_SprF;CHU_C;DUF285;DUF285;DUF285;DUF285;Acyl-CoA_dh_1;Acyl-CoA_dh_M;Acyl-CoA_dh_N;MFS_3;PP-binding;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding;Thioesterase;Lipase_3;GerE;Response_reg;YqeY;FtsZ_C;Tubulin;FtsA;SHS2_FTSA;Mur_ligase_C;Mur_ligase_M;Mur_ligase;Glyco_tran_28_C;Glyco_transf_28;FTSW_RODA_SPOVE;Mur_ligase_C;Mur_ligase_M;Glycos_transf_4;MraY_sig1
Aq_AU474_9,Aq_AU474_9.region001,PKSother,PKSother,T3PKS,3,44,['PF05726.13 PF02678.16 PF00999.21 PF08279.12 PF13280.6 PF08323.11 PF00534.20 PF00483.23 PF02922.18 PF00128.24 PF02806.18 PF16338.5 PF13802.6 PF01055.26 PF17137.4 PF01435.18 PF11700.8 PF13648.6 PF13488.6 PF00691.20 PF13450.6 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF13561.6 PF13650.6 PF07977.13 PF07859.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF04264.13 PF00089.26 PF13620.6 PF07690.16 PF14059.6 PF01263.20 PF01965.24 PF01979.20 PF12833.7 PF12833.7 PF07045.11 PF00296.20 PF00106.25 PF00313.22'],47.0,Pirin_C;Pirin;Na_H_Exchanger;HTH_11;WYL;Glyco_transf_5;Glycos_transf_1;NTP_transferase;CBM_48;Alpha-amylase;Alpha-amylase_C;DUF4968;Gal_mutarotas_2;Glyco_hydro_31;DUF5110;Peptidase_M48;ATG22;Lipocalin_4;Gly-zipper_Omp;OmpA;NAD_binding_8;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;Asp_protease_2;FabA;Abhydrolase_3;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;YceI;Trypsin;CarboxypepD_reg;MFS_1;DUF4251;Aldose_epim;DJ-1_PfpI;Amidohydro_1;HTH_18;HTH_18;DUF1330;Bac_luciferase;adh_short;CSD
